student_id,gender,department,location,study_mode,parental_edu,internet_access,part_time_job,study_hours_day,attendance_pct,prev_gpa,final_grade,dropout_risk,attendance_band,grade_letter
STU0974,Female,Electronics,Urban,Full-Time,High School,1,0,6.0,74.0,6.38,7.12,0,60-74%,B
STU0975,Female,Business,Urban,Full-Time,Graduate,0,0,8.0,95.0,8.59,8.53,0,90%+,A
STU0976,Male,Computer Science,Rural,Full-Time,Post-Graduate,1,0,8.0,92.0,4.42,7.22,0,90%+,B
STU0977,Male,Computer Science,Semi-Urban,Part-Time,High School,1,1,8.0,98.0,7.36,7.29,0,90%+,B
STU0978,Female,Civil,Rural,Full-Time,Graduate,1,0,8.0,85.0,8.44,7.83,0,75-89%,B
STU0979,Female,Business,Semi-Urban,Full-Time,High School,1,0,2.0,70.0,7.0,5.18,0,60-74%,D
STU0980,Female,Arts,Semi-Urban,Full-Time,Post-Graduate,1,1,5.0,76.0,8.42,6.6,0,75-89%,C
STU0981,Female,Electronics,Rural,Part-Time,None,1,1,8.0,48.0,9.54,5.95,0,<60%,C
STU0982,Female,Computer Science,Rural,Full-Time,Post-Graduate,1,0,4.0,95.0,8.7,8.64,0,90%+,A
STU0983,Female,Business,Urban,Full-Time,Post-Graduate,1,0,8.0,95.0,5.7,7.95,0,90%+,B
STU0984,Female,Civil,Rural,Full-Time,Graduate,0,0,6.0,98.0,9.33,9.69,0,90%+,A
STU0985,Male,Electronics,Rural,Full-Time,Graduate,0,0,1.0,70.0,6.6,6.01,0,60-74%,C
STU0986,Male,Business,Rural,Full-Time,High School,1,0,6.0,95.0,9.43,9.68,0,90%+,A
STU0987,Male,Electronics,Rural,Full-Time,High School,1,0,8.0,62.0,5.22,5.88,0,60-74%,C
STU0988,Male,Computer Science,Rural,Part-Time,Graduate,0,0,8.0,80.0,9.17,9.27,0,75-89%,A
STU0989,Female,Arts,Urban,Full-Time,Graduate,0,1,8.0,63.0,7.85,6.52,0,60-74%,C
STU0990,Male,Arts,Semi-Urban,Full-Time,Post-Graduate,1,0,5.0,67.0,9.37,7.11,0,60-74%,B
STU0991,Female,Mechanical,Urban,Full-Time,Graduate,1,0,1.0,70.0,9.94,6.88,1,60-74%,C
STU0992,Male,Mechanical,Rural,Full-Time,Post-Graduate,1,0,6.0,87.0,8.71,8.25,0,75-89%,B
STU0993,Male,Civil,Urban,Part-Time,Graduate,1,0,4.0,95.0,9.74,8.78,0,90%+,A
STU0994,Female,Business,Urban,Full-Time,High School,1,1,9.0,73.0,6.37,7.38,0,60-74%,B
STU0995,Male,Business,Rural,Full-Time,Post-Graduate,1,0,7.0,90.0,7.75,10.0,0,90%+,A
STU0996,Male,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,2.0,70.0,7.4,4.82,1,60-74%,D
STU0997,Female,Arts,Rural,Part-Time,High School,1,0,2.0,94.0,5.02,5.34,0,90%+,D
STU0998,Male,Arts,Urban,Full-Time,Post-Graduate,1,1,3.0,45.0,7.27,5.68,1,<60%,C
STU0999,Male,Arts,Semi-Urban,Full-Time,Graduate,0,0,6.0,84.0,4.23,5.98,0,75-89%,C
STU1000,Male,Computer Science,Urban,Part-Time,High School,1,1,7.0,62.0,8.04,7.89,0,60-74%,B
STU1001,Female,Arts,Urban,Part-Time,Post-Graduate,1,0,9.0,61.0,4.2,6.66,0,60-74%,C
STU1002,Male,Electronics,Urban,Full-Time,Graduate,1,0,5.0,40.0,8.82,6.44,1,<60%,C
STU1003,Male,Business,Semi-Urban,Full-Time,None,1,0,1.0,76.0,8.33,6.61,0,75-89%,C
STU1004,Female,Mechanical,Rural,Full-Time,High School,1,0,6.0,75.0,7.04,8.22,0,75-89%,B
STU1005,Male,Civil,Urban,Full-Time,High School,0,0,9.0,78.0,5.53,7.81,0,75-89%,B
STU1006,Female,Business,Urban,Full-Time,Graduate,0,0,8.0,93.0,9.77,7.85,0,90%+,B
STU1007,Female,Civil,Urban,Part-Time,Graduate,0,1,1.0,66.0,4.81,3.56,1,60-74%,F
STU1008,Female,Arts,Semi-Urban,Full-Time,Post-Graduate,1,0,9.0,87.0,8.81,10.0,0,75-89%,A
STU1009,Female,Electronics,Urban,Part-Time,High School,1,0,3.0,74.0,9.32,5.98,0,60-74%,C
STU1010,Female,Arts,Semi-Urban,Full-Time,High School,1,1,9.0,70.0,8.82,8.04,0,60-74%,B
STU1011,Male,Computer Science,Semi-Urban,Full-Time,High School,1,0,7.0,79.0,7.0,7.71,0,75-89%,B
STU1012,Male,Business,Urban,Part-Time,Graduate,1,1,6.0,62.0,5.04,4.8,0,60-74%,D
STU1013,Male,Business,Urban,Full-Time,Graduate,0,0,6.0,97.0,4.6,7.26,0,90%+,B
STU1014,Male,Arts,Rural,Full-Time,Graduate,1,0,5.0,70.0,9.5,8.05,1,60-74%,B
STU1015,Female,Civil,Semi-Urban,Full-Time,High School,1,1,3.0,83.0,7.05,6.16,0,75-89%,C
STU1016,Female,Arts,Urban,Full-Time,Post-Graduate,1,1,4.0,69.0,9.93,7.95,0,60-74%,B
STU1017,Female,Arts,Urban,Full-Time,Post-Graduate,0,0,4.0,84.0,9.31,6.75,0,75-89%,C
STU1018,Male,Electronics,Urban,Full-Time,Post-Graduate,1,0,8.0,99.0,9.59,9.38,0,90%+,A
STU1019,Female,Electronics,Urban,Full-Time,Graduate,0,0,1.0,90.0,6.29,6.36,0,90%+,C
STU1020,Male,Computer Science,Urban,Part-Time,Post-Graduate,1,0,5.0,90.0,6.12,6.67,0,90%+,C
STU1021,Male,Computer Science,Urban,Part-Time,High School,1,0,1.0,91.0,6.96,5.25,1,90%+,D
STU1022,Male,Arts,Urban,Full-Time,Graduate,1,0,4.0,67.0,9.55,7.86,0,60-74%,B
STU1023,Female,Electronics,Urban,Part-Time,High School,0,0,5.0,91.0,9.87,8.66,0,90%+,A
STU1024,Male,Civil,Semi-Urban,Full-Time,High School,0,0,1.0,90.0,6.14,6.51,0,90%+,C
STU1025,Female,Electronics,Semi-Urban,Full-Time,Post-Graduate,0,0,3.0,44.0,4.62,6.46,1,<60%,C
STU1026,Female,Mechanical,Semi-Urban,Full-Time,Graduate,1,1,2.0,60.0,5.03,4.77,1,60-74%,D
STU1027,Female,Civil,Urban,Full-Time,None,0,1,5.0,60.0,6.11,5.19,0,60-74%,D
STU1028,Female,Business,Rural,Full-Time,Post-Graduate,1,1,4.0,50.0,7.72,6.52,0,<60%,C
STU1029,Male,Electronics,Semi-Urban,Part-Time,High School,1,0,9.0,45.0,5.08,6.8,1,<60%,C
STU1030,Male,Electronics,Semi-Urban,Full-Time,High School,1,1,2.0,83.0,8.78,6.76,0,75-89%,C
STU1031,Male,Mechanical,Urban,Part-Time,Graduate,1,0,3.0,74.0,8.94,7.06,0,60-74%,B
STU1032,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,4.0,47.0,7.48,6.24,1,<60%,C
STU1033,Male,Electronics,Semi-Urban,Full-Time,Graduate,0,0,6.0,90.0,9.58,8.51,0,90%+,A
STU1034,Female,Mechanical,Semi-Urban,Full-Time,Post-Graduate,0,0,8.0,88.0,8.95,8.72,0,75-89%,A
STU1035,Male,Electronics,Rural,Full-Time,High School,1,0,7.0,56.0,7.57,8.06,1,<60%,B
STU1036,Male,Mechanical,Semi-Urban,Full-Time,Graduate,1,0,6.0,65.0,6.41,5.34,0,60-74%,D
STU1037,Male,Electronics,Rural,Part-Time,Graduate,0,0,4.0,54.0,8.73,6.79,1,<60%,C
STU1038,Female,Electronics,Semi-Urban,Part-Time,High School,1,0,8.0,95.0,7.85,8.81,0,90%+,A
STU1039,Male,Mechanical,Urban,Full-Time,High School,1,1,8.0,41.0,8.18,7.13,1,<60%,B
STU1040,Female,Business,Rural,Part-Time,High School,1,0,6.0,79.0,8.91,10.0,0,75-89%,A
STU1041,Male,Business,Semi-Urban,Full-Time,High School,1,1,7.0,40.0,7.46,7.1,0,<60%,B
STU1042,Male,Arts,Urban,Full-Time,Graduate,1,0,1.0,82.0,5.86,4.8,1,75-89%,D
STU1043,Male,Electronics,Urban,Full-Time,Graduate,0,0,3.0,86.0,8.95,8.02,0,75-89%,B
STU1044,Female,Computer Science,Rural,Full-Time,High School,1,0,9.0,91.0,8.96,9.76,0,90%+,A
STU1045,Female,Computer Science,Rural,Full-Time,High School,1,0,4.0,71.0,7.05,6.12,0,60-74%,C
STU1046,Male,Civil,Rural,Full-Time,Post-Graduate,1,0,2.0,81.0,5.84,6.54,0,75-89%,C
STU1047,Female,Civil,Urban,Full-Time,High School,0,0,5.0,67.0,4.21,5.18,0,60-74%,D
STU1048,Male,Computer Science,Semi-Urban,Full-Time,Graduate,0,1,9.0,70.0,5.43,6.95,0,60-74%,C
STU1049,Female,Arts,Rural,Full-Time,Post-Graduate,1,1,3.0,68.0,9.92,7.84,0,60-74%,B
STU1050,Female,Arts,Urban,Full-Time,Graduate,0,1,4.0,78.0,9.58,7.9,0,75-89%,B
STU1051,Male,Arts,Semi-Urban,Part-Time,Graduate,1,0,2.0,44.0,9.72,5.24,1,<60%,D
STU1052,Female,Electronics,Urban,Full-Time,Graduate,1,0,1.0,86.0,6.42,5.14,0,75-89%,D
STU1053,Female,Civil,Urban,Full-Time,Post-Graduate,1,1,7.0,58.0,8.47,5.98,1,<60%,C
STU1054,Female,Arts,Semi-Urban,Full-Time,Post-Graduate,1,0,9.0,56.0,7.75,7.52,0,<60%,B
STU1055,Female,Computer Science,Semi-Urban,Part-Time,Graduate,0,0,1.0,70.0,7.05,5.97,0,60-74%,C
STU1056,Male,Arts,Urban,Full-Time,Graduate,1,0,1.0,81.0,4.88,5.79,0,75-89%,C
STU1057,Male,Electronics,Urban,Full-Time,Graduate,1,0,3.0,58.0,9.8,7.16,1,<60%,B
STU1058,Female,Civil,Urban,Full-Time,High School,1,0,6.0,45.0,6.66,5.73,1,<60%,C
STU1059,Female,Arts,Rural,Full-Time,Graduate,1,0,5.0,75.0,6.76,5.22,0,75-89%,D
STU1060,Male,Computer Science,Semi-Urban,Full-Time,High School,0,1,4.0,64.0,5.36,5.42,0,60-74%,D
STU1061,Female,Mechanical,Urban,Full-Time,Post-Graduate,1,0,1.0,93.0,5.02,5.75,0,90%+,C
STU1062,Female,Business,Urban,Full-Time,Post-Graduate,0,1,3.0,61.0,7.54,6.18,0,60-74%,C
STU1063,Male,Computer Science,Rural,Full-Time,High School,1,1,6.0,77.0,7.02,7.19,0,75-89%,B
STU1064,Female,Business,Rural,Full-Time,High School,1,1,3.0,46.0,5.92,3.91,1,<60%,F
STU1065,Female,Business,Urban,Full-Time,High School,1,0,3.0,88.0,7.73,7.62,0,75-89%,B
STU1066,Male,Mechanical,Semi-Urban,Full-Time,Graduate,1,1,7.0,68.0,6.03,6.82,0,60-74%,C
STU1067,Female,Electronics,Urban,Full-Time,Graduate,0,0,4.0,52.0,8.68,6.48,0,<60%,C
STU1068,Female,Civil,Urban,Full-Time,High School,1,0,1.0,59.0,9.22,6.13,1,<60%,C
STU1069,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,1,1.0,56.0,9.92,6.09,1,<60%,C
STU1070,Female,Mechanical,Urban,Part-Time,Graduate,1,1,6.0,99.0,9.53,9.44,0,90%+,A
STU1071,Female,Arts,Urban,Full-Time,Graduate,1,1,1.0,50.0,5.11,3.9,1,<60%,F
STU1072,Female,Civil,Rural,Full-Time,Graduate,1,0,9.0,55.0,5.88,7.39,1,<60%,B
STU1073,Female,Computer Science,Urban,Full-Time,High School,1,0,4.0,69.0,7.69,6.23,0,60-74%,C
STU1074,Female,Electronics,Semi-Urban,Part-Time,Graduate,0,0,5.0,84.0,4.8,4.84,0,75-89%,D
STU1075,Male,Civil,Semi-Urban,Part-Time,Post-Graduate,1,0,6.0,71.0,7.92,6.84,0,60-74%,C
STU1076,Female,Business,Semi-Urban,Part-Time,None,0,0,5.0,43.0,7.81,6.15,1,<60%,C
STU1077,Female,Electronics,Rural,Full-Time,Graduate,0,0,8.0,73.0,9.89,8.95,0,60-74%,A
STU1078,Male,Business,Rural,Full-Time,Graduate,1,1,9.0,67.0,8.99,9.24,0,60-74%,A
STU1079,Female,Computer Science,Urban,Full-Time,Graduate,1,0,9.0,41.0,6.88,6.46,0,<60%,C
STU1080,Male,Arts,Semi-Urban,Full-Time,High School,0,0,4.0,51.0,4.87,4.17,1,<60%,D
STU1081,Male,Business,Urban,Full-Time,High School,1,0,7.0,45.0,8.75,8.52,1,<60%,A
STU1082,Male,Mechanical,Semi-Urban,Full-Time,High School,1,1,2.0,89.0,5.24,4.46,1,75-89%,D
STU1083,Male,Arts,Urban,Full-Time,Post-Graduate,1,1,7.0,46.0,5.13,6.07,1,<60%,C
STU1084,Male,Business,Urban,Full-Time,High School,1,0,3.0,43.0,8.05,7.07,1,<60%,B
STU1085,Male,Electronics,Urban,Full-Time,High School,1,0,5.0,95.0,8.5,8.66,0,90%+,A
STU1086,Female,Business,Rural,Full-Time,Graduate,1,0,5.0,95.0,5.56,6.01,0,90%+,C
STU1087,Male,Civil,Urban,Part-Time,Graduate,1,0,4.0,70.0,4.58,4.5,1,60-74%,D
STU1088,Female,Civil,Semi-Urban,Full-Time,High School,0,0,6.0,88.0,7.83,7.13,0,75-89%,B
STU1089,Male,Business,Urban,Full-Time,High School,1,1,2.0,40.0,5.94,5.04,1,<60%,D
STU1090,Female,Computer Science,Rural,Full-Time,Graduate,1,0,5.0,45.0,7.05,4.94,1,<60%,D
STU1091,Male,Arts,Rural,Full-Time,High School,1,0,9.0,61.0,8.09,9.4,0,60-74%,A
STU1092,Female,Computer Science,Urban,Full-Time,Graduate,1,1,6.0,61.0,7.2,6.65,0,60-74%,C
STU1093,Male,Arts,Semi-Urban,Full-Time,High School,0,1,1.0,48.0,6.6,4.25,1,<60%,D
STU1094,Female,Mechanical,Semi-Urban,Part-Time,Post-Graduate,1,1,5.0,44.0,6.72,4.75,1,<60%,D
STU1095,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,1,1.0,68.0,5.66,5.2,0,60-74%,D
STU1096,Male,Computer Science,Urban,Full-Time,Post-Graduate,0,0,8.0,85.0,4.49,6.75,0,75-89%,C
STU1097,Male,Business,Urban,Full-Time,Graduate,1,0,6.0,65.0,5.97,7.56,0,60-74%,B
STU1098,Female,Electronics,Rural,Full-Time,Graduate,0,0,3.0,73.0,4.7,3.92,0,60-74%,F
STU1099,Female,Mechanical,Urban,Full-Time,None,0,0,6.0,46.0,6.3,6.87,1,<60%,C
STU1100,Female,Computer Science,Urban,Full-Time,Graduate,1,1,1.0,55.0,6.3,5.14,1,<60%,D
STU1101,Female,Arts,Urban,Full-Time,Graduate,1,0,1.0,47.0,9.62,4.5,1,<60%,D
STU1102,Female,Civil,Urban,Full-Time,Graduate,0,0,8.0,69.0,7.57,7.99,0,60-74%,B
STU1103,Female,Business,Semi-Urban,Full-Time,Post-Graduate,0,0,5.0,72.0,8.38,7.69,0,60-74%,B
STU1104,Male,Electronics,Urban,Full-Time,None,1,0,5.0,74.0,5.77,5.23,0,60-74%,D
STU1105,Male,Computer Science,Semi-Urban,Part-Time,High School,1,1,8.0,94.0,8.61,8.2,0,90%+,B
STU1106,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,1,5.0,61.0,7.87,5.57,0,60-74%,C
STU1107,Female,Electronics,Urban,Part-Time,Graduate,1,0,6.0,53.0,8.41,7.6,0,<60%,B
STU1108,Male,Electronics,Semi-Urban,Full-Time,Graduate,1,0,2.0,72.0,4.2,6.03,1,60-74%,C
STU1109,Female,Computer Science,Urban,Full-Time,Post-Graduate,1,0,7.0,90.0,7.92,7.97,0,90%+,B
STU1110,Male,Business,Semi-Urban,Full-Time,High School,1,0,9.0,63.0,8.95,9.07,0,60-74%,A
STU1111,Male,Arts,Semi-Urban,Full-Time,Graduate,1,0,2.0,78.0,4.16,4.44,1,75-89%,D
STU1112,Female,Civil,Rural,Full-Time,High School,0,1,1.0,97.0,5.19,4.6,1,90%+,D
STU1113,Female,Business,Urban,Full-Time,High School,1,1,6.0,91.0,9.85,9.22,0,90%+,A
STU1114,Male,Computer Science,Urban,Full-Time,Graduate,1,0,8.0,46.0,9.93,6.6,0,<60%,C
STU1115,Male,Arts,Urban,Full-Time,Graduate,0,1,3.0,80.0,7.38,6.45,0,75-89%,C
STU1116,Female,Electronics,Semi-Urban,Full-Time,Graduate,0,0,8.0,85.0,7.65,7.15,0,75-89%,B
STU1117,Male,Business,Urban,Part-Time,None,0,0,5.0,69.0,8.57,6.74,0,60-74%,C
STU1118,Male,Mechanical,Urban,Part-Time,High School,1,1,5.0,70.0,5.61,7.11,0,60-74%,B
STU1119,Female,Electronics,Semi-Urban,Part-Time,Post-Graduate,0,1,1.0,85.0,9.42,5.42,0,75-89%,D
STU1120,Female,Civil,Rural,Full-Time,Graduate,1,0,3.0,76.0,8.67,8.09,0,75-89%,B
STU1121,Female,Electronics,Urban,Part-Time,High School,1,0,9.0,81.0,6.16,8.38,0,75-89%,B
STU1122,Female,Electronics,Semi-Urban,Full-Time,High School,0,0,1.0,81.0,5.94,6.05,1,75-89%,C
STU1123,Female,Electronics,Urban,Part-Time,Graduate,1,1,4.0,77.0,6.53,5.77,0,75-89%,C
STU1124,Male,Arts,Urban,Full-Time,Graduate,0,0,1.0,80.0,5.35,4.96,1,75-89%,D
STU1125,Female,Business,Urban,Full-Time,Graduate,1,0,1.0,49.0,5.23,5.42,1,<60%,D
STU1126,Male,Mechanical,Rural,Part-Time,Graduate,0,0,4.0,97.0,8.28,7.07,0,90%+,B
STU1127,Male,Business,Rural,Full-Time,Post-Graduate,1,0,4.0,95.0,8.51,7.32,0,90%+,B
STU1128,Female,Civil,Semi-Urban,Full-Time,High School,1,1,2.0,44.0,5.04,3.57,1,<60%,F
STU1129,Male,Electronics,Rural,Full-Time,Graduate,0,1,7.0,72.0,5.91,6.6,0,60-74%,C
STU1130,Female,Mechanical,Rural,Part-Time,High School,1,0,9.0,70.0,6.25,8.87,0,60-74%,A
STU1131,Female,Business,Rural,Full-Time,Graduate,1,1,2.0,50.0,8.46,5.41,1,<60%,D
STU1132,Male,Arts,Urban,Full-Time,Post-Graduate,1,1,9.0,85.0,7.79,8.64,0,75-89%,A
STU1133,Female,Business,Urban,Full-Time,Post-Graduate,1,1,6.0,81.0,5.45,6.84,0,75-89%,C
STU1134,Male,Mechanical,Urban,Full-Time,None,1,0,4.0,67.0,8.36,8.24,0,60-74%,B
STU1135,Female,Mechanical,Rural,Full-Time,Graduate,1,0,8.0,67.0,5.04,6.93,0,60-74%,C
STU1136,Female,Civil,Semi-Urban,Full-Time,None,0,0,4.0,48.0,7.9,5.41,0,<60%,D
STU1137,Male,Arts,Rural,Full-Time,None,1,1,5.0,49.0,8.56,4.49,1,<60%,D
STU1138,Male,Business,Urban,Full-Time,High School,0,1,4.0,49.0,9.09,4.24,1,<60%,D
STU1139,Female,Business,Semi-Urban,Full-Time,Post-Graduate,1,0,8.0,70.0,5.43,7.01,0,60-74%,B
STU1140,Male,Civil,Semi-Urban,Full-Time,Graduate,1,0,5.0,50.0,9.51,7.4,1,<60%,B
STU1141,Female,Arts,Semi-Urban,Full-Time,High School,1,1,3.0,62.0,8.68,5.98,0,60-74%,C
STU1142,Female,Civil,Urban,Full-Time,High School,1,0,8.0,57.0,6.27,6.51,1,<60%,C
STU1143,Female,Mechanical,Urban,Full-Time,High School,1,1,3.0,84.0,4.53,3.9,0,75-89%,F
STU1144,Female,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,0,4.0,70.0,6.47,6.05,1,60-74%,C
STU1145,Male,Civil,Rural,Full-Time,Graduate,1,1,1.0,95.0,9.85,7.87,0,90%+,B
STU1146,Female,Computer Science,Urban,Full-Time,High School,0,0,3.0,82.0,7.58,6.5,0,75-89%,C
STU1147,Female,Mechanical,Rural,Full-Time,Graduate,0,0,9.0,85.0,9.66,9.71,0,75-89%,A
STU1148,Male,Mechanical,Urban,Full-Time,None,1,0,4.0,97.0,4.06,6.03,0,90%+,C
STU1149,Female,Arts,Rural,Full-Time,High School,0,0,5.0,46.0,9.09,7.74,1,<60%,B
STU1150,Female,Arts,Semi-Urban,Full-Time,High School,1,0,8.0,47.0,9.08,9.65,1,<60%,A
STU1151,Male,Business,Rural,Full-Time,High School,1,0,6.0,68.0,9.68,8.52,0,60-74%,A
STU1152,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,1,2.0,77.0,4.49,3.76,1,75-89%,F
STU1153,Male,Electronics,Urban,Full-Time,High School,1,0,8.0,49.0,6.57,6.61,1,<60%,C
STU1154,Female,Business,Urban,Full-Time,Post-Graduate,1,0,1.0,85.0,4.51,5.62,1,75-89%,C
STU1155,Male,Civil,Semi-Urban,Full-Time,High School,1,1,9.0,44.0,7.53,7.47,1,<60%,B
STU1156,Female,Civil,Semi-Urban,Full-Time,Post-Graduate,1,0,8.0,81.0,5.85,7.99,0,75-89%,B
STU1157,Female,Arts,Rural,Full-Time,Graduate,1,0,8.0,81.0,9.89,9.09,0,75-89%,A
STU1158,Male,Civil,Urban,Full-Time,Post-Graduate,0,1,2.0,58.0,7.37,5.53,1,<60%,C
STU1159,Male,Electronics,Urban,Full-Time,High School,1,1,5.0,69.0,4.21,5.52,0,60-74%,C
STU1160,Male,Computer Science,Urban,Full-Time,Graduate,1,0,6.0,81.0,4.16,5.83,0,75-89%,C
STU1161,Female,Civil,Semi-Urban,Full-Time,Post-Graduate,1,0,2.0,50.0,7.38,6.84,1,<60%,C
STU1162,Male,Arts,Semi-Urban,Full-Time,High School,0,1,9.0,59.0,4.3,6.29,1,<60%,C
STU1163,Male,Computer Science,Urban,Full-Time,Graduate,0,0,4.0,74.0,4.75,5.46,0,60-74%,D
STU1164,Male,Business,Urban,Part-Time,Post-Graduate,1,1,7.0,84.0,6.46,7.51,0,75-89%,B
STU1165,Female,Electronics,Urban,Full-Time,Post-Graduate,1,1,2.0,78.0,4.52,4.53,1,75-89%,D
STU1166,Male,Mechanical,Semi-Urban,Full-Time,High School,1,1,9.0,51.0,7.05,4.94,1,<60%,D
STU1167,Male,Civil,Rural,Part-Time,Post-Graduate,1,0,9.0,52.0,5.89,6.95,1,<60%,C
STU1168,Male,Business,Rural,Full-Time,Graduate,1,0,5.0,91.0,9.08,8.06,0,90%+,B
STU1169,Male,Business,Urban,Full-Time,High School,0,1,5.0,99.0,7.52,8.14,0,90%+,B
STU1170,Male,Electronics,Urban,Full-Time,Graduate,1,0,9.0,86.0,4.99,7.93,0,75-89%,B
STU1171,Female,Computer Science,Urban,Part-Time,High School,1,0,2.0,83.0,6.68,6.42,1,75-89%,C
STU1172,Female,Business,Urban,Full-Time,Graduate,1,0,6.0,83.0,8.88,7.97,0,75-89%,B
STU1173,Male,Electronics,Urban,Full-Time,Graduate,1,1,5.0,69.0,4.04,4.38,0,60-74%,D
STU1174,Female,Civil,Rural,Full-Time,High School,0,1,7.0,82.0,8.5,8.34,0,75-89%,B
STU1175,Female,Arts,Semi-Urban,Full-Time,Post-Graduate,1,1,2.0,65.0,8.56,5.59,1,60-74%,C
STU1176,Male,Business,Semi-Urban,Part-Time,High School,1,0,4.0,66.0,5.53,5.17,0,60-74%,D
STU1177,Female,Electronics,Urban,Part-Time,High School,1,1,7.0,78.0,7.05,8.95,0,75-89%,A
STU1178,Female,Electronics,Urban,Full-Time,High School,1,1,1.0,94.0,7.54,6.78,0,90%+,C
STU1179,Male,Mechanical,Semi-Urban,Full-Time,High School,0,0,4.0,90.0,8.82,7.92,0,90%+,B
STU1180,Male,Mechanical,Semi-Urban,Full-Time,None,1,0,8.0,97.0,6.12,6.29,0,90%+,C
STU1181,Female,Computer Science,Rural,Full-Time,Graduate,1,0,1.0,53.0,9.98,7.2,1,<60%,B
STU1182,Male,Arts,Urban,Full-Time,Graduate,0,1,4.0,47.0,6.22,6.07,0,<60%,C
STU1183,Female,Business,Urban,Full-Time,Post-Graduate,1,0,2.0,45.0,8.92,5.19,1,<60%,D
STU1184,Male,Arts,Semi-Urban,Part-Time,None,1,0,5.0,58.0,6.48,5.67,1,<60%,C
STU1185,Male,Computer Science,Rural,Full-Time,None,1,1,5.0,55.0,7.3,6.37,1,<60%,C
STU1186,Female,Computer Science,Semi-Urban,Full-Time,Graduate,0,0,4.0,93.0,9.82,8.34,0,90%+,B
STU1187,Female,Electronics,Urban,Part-Time,Post-Graduate,1,0,9.0,46.0,9.95,9.64,1,<60%,A
STU1188,Male,Arts,Urban,Part-Time,High School,0,0,5.0,87.0,9.23,9.32,0,75-89%,A
STU1189,Female,Arts,Semi-Urban,Full-Time,High School,1,0,4.0,81.0,4.76,5.62,0,75-89%,C
STU1190,Male,Computer Science,Urban,Full-Time,Graduate,1,0,3.0,93.0,7.66,6.66,0,90%+,C
STU1191,Female,Electronics,Urban,Full-Time,Post-Graduate,1,1,5.0,51.0,7.58,5.73,1,<60%,C
STU1192,Female,Computer Science,Urban,Full-Time,Graduate,1,1,3.0,79.0,6.63,6.01,0,75-89%,C
STU1193,Female,Computer Science,Urban,Full-Time,High School,1,1,5.0,70.0,9.14,7.19,0,60-74%,B
STU1194,Female,Business,Rural,Full-Time,Post-Graduate,0,1,6.0,70.0,7.25,7.23,0,60-74%,B
STU1195,Male,Arts,Urban,Part-Time,Post-Graduate,1,0,2.0,71.0,4.55,5.48,1,60-74%,D
STU1196,Female,Electronics,Semi-Urban,Full-Time,Graduate,0,0,4.0,66.0,8.62,4.72,0,60-74%,D
STU1197,Female,Arts,Urban,Full-Time,Graduate,1,0,1.0,54.0,8.15,5.96,1,<60%,C
STU1198,Female,Electronics,Rural,Full-Time,High School,1,0,7.0,79.0,7.82,8.88,0,75-89%,A
STU1199,Female,Computer Science,Urban,Part-Time,Graduate,1,0,1.0,84.0,7.49,6.24,1,75-89%,C
STU1200,Female,Electronics,Rural,Full-Time,High School,1,0,8.0,88.0,4.74,8.47,0,75-89%,B
STU1201,Female,Civil,Rural,Full-Time,Graduate,1,0,1.0,67.0,8.89,6.77,1,60-74%,C
STU1202,Male,Electronics,Urban,Full-Time,Graduate,0,0,4.0,93.0,5.07,7.43,0,90%+,B
STU1203,Female,Civil,Urban,Part-Time,High School,1,1,8.0,77.0,6.0,6.75,0,75-89%,C
STU1204,Male,Civil,Rural,Full-Time,Graduate,1,0,4.0,70.0,7.94,7.36,0,60-74%,B
STU1205,Male,Arts,Rural,Full-Time,High School,1,0,7.0,74.0,9.22,9.1,0,60-74%,A
STU1206,Female,Civil,Urban,Full-Time,None,1,1,8.0,92.0,6.43,7.64,0,90%+,B
STU1207,Female,Mechanical,Semi-Urban,Full-Time,High School,0,0,9.0,42.0,6.86,6.13,1,<60%,C
STU1208,Male,Computer Science,Urban,Full-Time,Post-Graduate,1,0,5.0,51.0,8.61,7.48,0,<60%,B
STU1209,Male,Electronics,Urban,Full-Time,Graduate,0,0,3.0,43.0,4.93,3.41,1,<60%,F
STU1210,Male,Arts,Semi-Urban,Full-Time,High School,1,1,4.0,80.0,9.19,8.01,0,75-89%,B
STU1211,Male,Civil,Rural,Part-Time,Post-Graduate,0,1,5.0,64.0,8.25,6.9,0,60-74%,C
STU1212,Female,Electronics,Semi-Urban,Full-Time,Graduate,0,1,5.0,59.0,6.85,5.56,1,<60%,C
STU1213,Male,Electronics,Urban,Part-Time,High School,1,0,5.0,87.0,8.18,7.83,0,75-89%,B
STU1214,Female,Arts,Semi-Urban,Full-Time,High School,1,0,6.0,71.0,8.59,7.48,0,60-74%,B
STU1215,Female,Mechanical,Urban,Full-Time,Graduate,1,0,3.0,49.0,7.54,5.54,1,<60%,C
STU1216,Female,Computer Science,Urban,Full-Time,High School,1,0,6.0,78.0,8.98,8.69,0,75-89%,A
